ticker,name,market,locale,active,source_feed
I:DJDGREUT,Dow Jones Developed Green Real,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDTD45C,,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDVN,Dow Jones U.S. Select Dividend Net Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDVP,Dow Jones U.S. Select Dividend Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDVY,Dow Jones U.S. Select Dividend Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDXAHAP,Dow Jones Developed Markets Ex-Australia Select RESI AUD Hedged,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDXAHAT,Dow Jones Developed Markets Ex-Australia Select RESI AUD Hedged TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDXAHUP,Dow Jones Developed Markets Ex-Australia Select RESI USD Hedged,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDXAHUT,Dow Jones Developed Markets Ex-Australia Select RESI USD Hedged TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDXARAN,Dow Jones Developed Markets Ex-Australia Select RESI (AUD) NTR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDXARAP,Dow Jones Developed Markets Ex-Australia Select RESI (AUD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJDXARAT,Dow Jones Developed Markets Ex-Australia Select RESI (AUD) TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDXARUN,Dow Jones Developed Markets Ex-Australia Select RESI (USD) NTR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDXARUP,Dow Jones Developed Markets Ex-Australia Select RESI (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJDXARUT,Dow Jones Developed Markets Ex-Australia Select RESI (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJDXNA,Dow Jones Developed Markets ex-North America Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJECOM,Dow Jones Internet Commerce Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJEMDIV,Dow Jones Emerging Markets Select Dividend Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJEMDIVE,Dow Jones Emerging Markets Select Dividend Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJEPCSD,Dow Jones EPAC Select Dividend Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJERCUP,Dow Jones Equity All REIT Capped Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJERCUT,Dow Jones Equity All REIT Capped Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJEU25,Dow Jones Islamic Market Europe Titans 25 Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGALY,Dow Jones Global Alternative Yield Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGALYT,Dow Jones Global Alternative Yield Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGEQY,Dow Jones Global Equity Yield Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGEQYT,Dow Jones Global Equity Yield Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGREY,Dow Jones Global Real Estate Yield Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGREYT,Dow Jones Global Real Estate Yield Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGSD,Dow Jones Global Select Dividend Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGSDC,Dow Jones Global Select Dividend Composite Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJGSDCC,Dow Jones Global Select Dividend Composite Index (CAD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJGSDCCN,Dow Jones Global Select Dividend Composite Net Total Return Index (CAD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJGSDCH,Dow Jones Global Select Dividend Composite Index Canadian Dollar Hedged (CAD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJGSDCHN,Dow Jones Global Select Dividend Composite Net Total Return Index Canadian Dollar Hedged (CAD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJGSDCN,Dow Jones Global Select Dividend Composite Net Total Return Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJGSP,Dow Jones Precious Metals Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGSPT,Dow Jones Precious Metals Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGT,Dow Jones Global Titans 50 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJGTE,Dow Jones Global Titans 50 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJGXAHAP,Dow Jones Global Ex-Australia Select RESI AUD Hedged,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGXAHAT,Dow Jones Global Ex-Australia Select RESI AUD Hedged TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGXAHUP,Dow Jones Global Ex-Australia Select RESI USD Hedged,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGXAHUT,Dow Jones Global Ex-Australia Select RESI USD Hedged TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGXARAN,Dow Jones Global Ex-Australia Select RESI (AUD) NTR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGXARAP,Dow Jones Global Ex-Australia Select RESI (AUD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJGXARAT,Dow Jones Global Ex-Australia Select RESI (AUD) TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGXARUN,Dow Jones Global Ex-Australia Select RESI (USD) NTR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGXARUP,Dow Jones Global Ex-Australia Select RESI (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJGXARUT,Dow Jones Global Ex-Australia Select RESI (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJGYLDT,Dow Jones Global Composite Yield Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJI,Dow Jones Industrial Average,indices,us,True,CMEMarketDataPlatformDowJones
I:DJI100X,Dow Jones Islamic Market International Titans 100 Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJI2MN,Dow Jones Industrial Average (2 Minute),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIAFP,Dow Jones Industrial Average Fu,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIAFT1I,Dow Jones Industrial Average Futures Inverse Daily Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIAFT2I,Dow Jones Industrial Average Futures 2X Inverse Daily Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIAFT2L,Dow Jones Industrial Average Futures 2X Leveraged Daily Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIAFTR,Dow Jones Industrial Average Futures Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIAP,Dow Jones Islamic Market Asia/Pacific Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIAPL,Dow Jones Islamic Market Asia/Pacific Large-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIAPM,Dow Jones Islamic Market Asia/Pacific Mid-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIAPS,Dow Jones Islamic Market Asia/Pacific Small-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIBSC,Dow Jones Islamic Market Basic Materials Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIBSCT,Dow Jones Islamic Market Basic Materials Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJICA,Dow Jones Islamic Market Canada Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJICH1MN,Dow Jones Islamic Market China A 100 Index (MYR) NTR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJICH1MP,Dow Jones Islamic Market China A 100 Index (MYR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJICH1MT,Dow Jones Islamic Market China A 100 Index (MYR) TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJICYC,Dow Jones Islamic Market Consumer Services Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIEMG,Dow Jones Islamic Market World Emerging Markets Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIENE,Dow Jones Islamic Market Oil & Gas Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIENET,Dow Jones Islamic Market Oil & Gas Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIEU,Dow Jones Islamic Market Europe Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIEUL,Dow Jones Islamic Market Europe Large-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIEUM,Dow Jones Islamic Market Europe Mid-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIEUS,Dow Jones Islamic Market Europe Small-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIEW,Dow Jones Industrial Average Equal Weight Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIEWNTR,Dow Jones Industrial Average Equal Weight Index (USD) NTR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIEWTR,Dow Jones Industrial Average Equal Weight Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIEZ,Dow Jones Islamic Market Euro Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIEZL,Dow Jones Islamic Market Euro Large-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIEZM,Dow Jones Islamic Market Euro Mid-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIEZS,Dow Jones Islamic Market Euro Small-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIFIN,Dow Jones Islamic Market Financials Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIGSD,Dow Jones Islamic Market Global Select Dividend Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIGSDT,Dow Jones Islamic Market Global Select Dividend Total Return Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIHCR,Dow Jones Islamic Market Health Care Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIIDU,Dow Jones Islamic Market Industrials Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIJP,Dow Jones Islamic Market Japan Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJILRG,Dow Jones Islamic Market World Large-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJILSCS,Dow Jones Israel Select Consumer Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJILSCST,Dow Jones Israel Select Consumer Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJILSHC,Dow Jones Israel Select Health Care Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJILSHCT,Dow Jones Israel Select Health Care Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJILSOG,Dow Jones Israel Select Oil & Gas Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJILSOGT,Dow Jones Israel Select Oil & Gas Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIM,Dow Jones Islamic Market World Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIMDXJ,Dow Jones Islamic Market Developed Markets ex Japan Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIMID,Dow Jones Islamic Market World Mid-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIMIN,Dow Jones Islamic Market India Index (INR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIMIND,Dow Jones Islamic Market India Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIMKW,Dow Jones Islamic Market Kuwait Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIMTR,Dow Jones Islamic Market Turkey Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJINCY,Dow Jones Islamic Market Consumer Goods Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJINET,Dow Jones Internet Composite Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJINETN,Dow Jones Internet Composite Net Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJINETT,Dow Jones Internet Composite Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJINR,Dow Jones Industrial Average NTR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJINTCUN,Dow Jones International Internet Index (USD) NTR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJINTCUP,Dow Jones International Internet Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJINTCUT,Dow Jones International Internet Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIP2,Dow Jones Islamic Market Asia/Pacific ex-Japan Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIPICF,Dow Jones Industrial Average Inverse Carry-Free Daily Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIPICFH,Dow Jones Industrial Average Inverse Carry-Free Daily Index (HKD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIPICFT,Dow Jones Industrial Average Inverse Carry-Free Daily Index (TWD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIPLCF,Dow Jones Industrial Average 2X Leveraged Carry-Free Daily Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIPLCFH,Dow Jones Industrial Average 2X Leveraged Carry-Free Daily Index (HKD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIPLCFT,Dow Jones Industrial Average 2X Leveraged Carry-Free Daily Index (TWD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJISML,Dow Jones Islamic Market World Small-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJISVC,Dow Jones Internet Services Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJITEC,Dow Jones Islamic Market Technology Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJITLS,Dow Jones Islamic Market Telecommunications Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJITR,Dow Jones Industrial Average TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIUK,Dow Jones Islamic Market U.K. Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIUTI,Dow Jones Islamic Market Utilities Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJIYW,Dow Jones Industrial Average Yield Weighted Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJIYWT,Dow Jones Industrial Average Yield Weighted Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJJPD1JN,Dow Jones Japan Dividend 100 In,indices,us,True,CMEMarketDataPlatformDowJones
I:DJJPD1JP,Dow Jones Japan Dividend 100 In,indices,us,True,CMEMarketDataPlatformDowJones
I:DJJPD1JT,Dow Jones Japan Dividend 100 In,indices,us,True,CMEMarketDataPlatformDowJones
I:DJJPD1UN,Dow Jones Japan Dividend 100 In,indices,us,True,CMEMarketDataPlatformDowJones
I:DJJPD1UP,Dow Jones Japan Dividend 100 In,indices,us,True,CMEMarketDataPlatformDowJones
I:DJJPD1UT,Dow Jones Japan Dividend 100 In,indices,us,True,CMEMarketDataPlatformDowJones
I:DJKRD3KN,,indices,us,True,CMEMarketDataPlatformDowJones
I:DJKRD3KP,,indices,us,True,CMEMarketDataPlatformDowJones
I:DJKRD3KT,,indices,us,True,CMEMarketDataPlatformDowJones
I:DJKRD3UN,,indices,us,True,CMEMarketDataPlatformDowJones
I:DJKRD3UP,,indices,us,True,CMEMarketDataPlatformDowJones
I:DJKRD3UT,,indices,us,True,CMEMarketDataPlatformDowJones
I:DJMY25,Dow Jones Islamic Market Malaysia Titans 25 Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJMY25D,Dow Jones Islamic Market Malaysia Titans 25 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJNAJG,Dow Jones North America Select Junior Gold Index (CAD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJNAJGA,Dow Jones North America Select Junior Gas Index (CAD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJNAJGAD,Dow Jones North America Select Junior Gas Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJNAJGD,Dow Jones North America Select Junior Gold Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJNAJO,Dow Jones North America Select Junior Oil Index (CAD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJNAJOD,Dow Jones North America Select Junior Oil Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJS,Dow Jones,indices,us,True,CboeGlobalIndicesMain
I:DJSASD,Dow Jones U.S. Select Aerospace & Defense Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSASDC,Dow Jones U.S. Select Aerospace,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSASDCN,Dow Jones U.S. Select Aerospace,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSASDCT,Dow Jones U.S. Select Aerospace,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSASDT,Dow Jones U.S. Select Aerospace & Defense Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSEA1UN,Dow Jones Emerging ASEAN Titans 100 Index (USD) NTR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSENAE,"Dow Jones Sustainability Europe Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms, and Adult Enter",indices,us,True,CMEMarketDataPlatformDowJones
I:DJSENAED,"Dow Jones Sustainability Europe Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms, and Adult Enter",indices,us,True,CMEMarketDataPlatformDowJones
I:DJSEUR,Dow Jones Sustainability Europe Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJSEURD,Dow Jones Sustainability Europe Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJSEUXA,"Dow Jones Sustainability Europe Ex-Alcohol, Tobacco, Gambling, and Armaments & Firearms Index (EUR)",indices,us,True,CMEMarketDataPlatformDowJones
I:DJSEUXAD,"Dow Jones Sustainability Europe Ex-Alcohol, Tobacco, Gambling, and Armaments & Firearms Index",indices,us,True,CMEMarketDataPlatformDowJones
I:DJSEUZ,Dow Jones Sustainability Eurozone Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJSEUZD,Dow Jones Sustainability Eurozone Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJSEZXA,"Dow Jones Sustainability Eurozone Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms Index (EUR)",indices,us,True,CMEMarketDataPlatformDowJones
I:DJSEZXAD,"Dow Jones Sustainability Eurozone Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms Index",indices,us,True,CMEMarketDataPlatformDowJones
I:DJSH,Dow Jones Shanghai Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSHCP,Dow Jones U.S. Select Health Care Providers Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSHCPT,Dow Jones U.S. Select Health Care Providers Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSHMB,Dow Jones U.S. Select Home Construction Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSHMBT,Dow Jones U.S. Select Home Construction Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSIK,Dow Jones Sustainability Korea Index (KRW),indices,us,True,CMEMarketDataPlatformDowJones
I:DJSINS,Dow Jones U.S. Select Insurance Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSINST,Dow Jones U.S. Select Insurance Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSINV,Dow Jones U.S. Select Investment Services Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSINVT,Dow Jones U.S. Select Investment Services Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSKC2,Dow Jones Sustainability Korea Capped 25% Index (KRW),indices,us,True,CMEMarketDataPlatformDowJones
I:DJSKC2T,Dow Jones Sustainability Korea Capped Total Return 25% Index (KRW),indices,us,True,CMEMarketDataPlatformDowJones
I:DJSM,Dow Jones Select Micro-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSMDQ,Dow Jones U.S. Select Medical Equipment Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSMDQT,Dow Jones U.S. Select Medical Equipment Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSMDQUN,Dow Jones U.S. Select Medical Equipment Index NTR,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSMT,Dow Jones Select Micro-Cap Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSND,Dow Jones Sustainability Nordic Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSNE,Dow Jones Sustainability Nordic Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJSOEP,Dow Jones U.S. Select Oil Exploration & Production Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSOEPT,Dow Jones U.S. Select Oil Exploration & Production Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSOES,Dow Jones U.S. Select Oil Equipment & Services Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSOEST,Dow Jones U.S. Select Oil Equipment & Services Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSPHM,Dow Jones U.S. Select Pharmaceuticals Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSPHMT,Dow Jones U.S. Select Pharmaceuticals Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSRBK,Dow Jones U.S. Select Regional Banks Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSRBKT,Dow Jones U.S. Select Regional Banks Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSTEL,Dow Jones U.S. Select Telecommunications Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSTELT,Dow Jones U.S. Select Telecommunications Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSWECD,Dow Jones Sustainability World EnLarged Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSWECE,Dow Jones Sustainability World EnLarged Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJSWEX4D,"Dow Jones Sustainability World EnLarged Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms, and Adu",indices,us,True,CMEMarketDataPlatformDowJones
I:DJSWEX4E,"Dow Jones Sustainability World EnLarged Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms, and Adu",indices,us,True,CMEMarketDataPlatformDowJones
I:DJSZ,Dow Jones Shenzhen Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJSZXAE,"Dow Jones Sustainability Eurozone Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms, and Adult Ent",indices,us,True,CMEMarketDataPlatformDowJones
I:DJSZXAED,"Dow Jones Sustainability Eurozone Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms, and Adult Ent",indices,us,True,CMEMarketDataPlatformDowJones
I:DJT,Dow Jones Transportation Average,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTATO,Dow Jones Automobiles & Parts Titans 30 Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTATOE,Dow Jones Automobiles & Parts Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTATOT,Dow Jones Automobiles & Parts Titans 30 Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTBAK,Dow Jones Banks Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTBAKE,Dow Jones Banks Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTBAKT,Dow Jones Banks Titans 30 Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTBAS,Dow Jones Basic Resources Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTBASE,Dow Jones Basic Resources Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTBAST,Dow Jones Basic Resources Titans 30 Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTCGS,Dow Jones Travel & Leisure Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTCGSE,Dow Jones Travel & Leisure Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTCGST,Dow Jones Travel & Leisure Titans 30 Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTCHE,Dow Jones Chemicals Titans 30 Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTCHEE,Dow Jones Chemicals Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTCHET,Dow Jones Chemicals Titans 30 Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTCNS,Dow Jones Construction & Materials Titans 30 Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTCNSE,Dow Jones Construction & Materials Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTCNST,Dow Jones Construction & Materials Titans 30 Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTENG,Dow Jones Oil & Gas Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTENGE,Dow Jones Oil & Gas Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTENGT,Dow Jones Oil & Gas Titans 30 Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTFOB,Dow Jones Food & Beverage Titans 30 Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTFOBE,Dow Jones Food & Beverage Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTFOBT,Dow Jones Food & Beverage Titans 30 Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTFVS,Dow Jones Financial Services Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTFVSE,Dow Jones Financial Services Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTFVST,Dow Jones Financial Services Titans 30 Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTHCA,Dow Jones Health Care Titans 30 Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTHCAE,Dow Jones Health Care Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTHCAT,Dow Jones Health Care Titans 30 Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTIGS,Dow Jones Industrial Goods and Services Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTIGSE,Dow Jones Industrial Goods and Services Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTIGST,Dow Jones Industrial Goods and Services Titans 30 Index TR (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTINN,Dow Jones Insurance Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTINNE,Dow Jones Insurance Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTINNT,Dow Jones Insurance Titans 30 Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
I:DJTLAB,Dow Jones U.S. Low Beta Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTLABT,Dow Jones U.S. Low Beta Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTLMO,Dow Jones U.S. High Momentum Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTLMOT,Dow Jones U.S. High Momentum Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
I:DJTLQU,Dow Jones U.S. Thematic Long Quality Index,indices,us,True,CMEMarketDataPlatformDowJones
